region,month_name,total_sales
South,Mar,232858.0
South,Jan,215865.0
East,Apr,373051.0
East,Nov,327875.0
Central,May,269244.0
East,Mar,339485.0
Central,Oct,268747.0
South,Nov,225997.0
Central,Apr,280599.0
South,Jul,158805.0
Central,Mar,299350.0
East,Jan,353685.0
West,Apr,365696.0
East,Sep,317490.0
South,Sep,205747.0
West,Aug,312797.0
Central,Nov,252957.0
South,Feb,208971.0
West,Mar,348027.0
South,Dec,233631.0
East,Feb,330904.0
West,Dec,422759.0
West,Sep,356046.0
Central,Sep,246898.0
South,Aug,204953.0
East,Jun,312222.0
West,Jan,390126.0
South,Apr,223973.0
Central,Dec,286177.0
West,Oct,349949.0
Central,Jun,253646.0
Central,Aug,290147.0
East,Oct,390629.0
West,Jun,347590.0
West,Jul,353853.0
West,Nov,359246.0
East,Dec,370051.0
South,Jun,208684.0
East,Jul,356728.0
East,May,354219.0
South,Oct,249524.0
Central,Jul,285791.0
Central,Jan,280945.0
East,Aug,319896.0
Central,Feb,276260.0
South,May,243731.0
West,May,351577.0
West,Feb,264471.0
