category,month,total_sales,total_profit
Furniture,Sep,193095.0,32323.0
Furniture,Oct,180942.0,33568.0
Furniture,Mar,218205.0,40098.0
Office Supplies,Feb,515179.0,91057.0
Technology,Jul,189381.0,33347.0
Office Supplies,Dec,568248.0,98700.0
Furniture,Aug,176469.0,31668.0
Office Supplies,Jul,515700.0,95063.0
Office Supplies,Jun,492086.0,90654.0
Technology,Sep,174051.0,31759.0
Technology,Dec,225318.0,39792.0
Technology,Jun,204923.0,37265.0
Office Supplies,Jan,563420.0,97711.0
Technology,Aug,191198.0,33542.0
Technology,Oct,234772.0,40213.0
Technology,Jan,188662.0,34401.0
Office Supplies,Mar,555523.0,93948.0
Office Supplies,Aug,500564.0,88594.0
Office Supplies,Sep,495171.0,87856.0
Office Supplies,Oct,555626.0,98546.0
Furniture,Nov,174528.0,29527.0
Office Supplies,Nov,506972.0,87235.0
Technology,May,181446.0,30270.0
Furniture,Feb,147791.0,27463.0
Office Supplies,Apr,502991.0,88878.0
Furniture,Jan,175046.0,30497.0
Furniture,Jun,167871.0,27930.0
Technology,Nov,206264.0,35860.0
Technology,Mar,168142.0,28438.0
Technology,Feb,161565.0,27361.0
Furniture,Apr,195943.0,34932.0
Technology,Apr,225215.0,38285.0
Furniture,Dec,180082.0,32138.0
Office Supplies,May,561210.0,100425.0
Furniture,Jul,158528.0,27941.0
Furniture,May,173514.0,32123.0
