category,month,total_sales,total_profit
Furniture,Sep,177990.0,29603.0
Furniture,Oct,170959.0,31814.0
Furniture,Mar,206823.0,38009.0
Office Supplies,Feb,473607.0,83366.0
Technology,Jul,172120.0,30136.0
Office Supplies,Dec,532657.0,92716.0
Furniture,Aug,166251.0,29871.0
Office Supplies,Jul,455292.0,83919.0
Office Supplies,Jun,434327.0,79970.0
Technology,Sep,151904.0,27268.0
Technology,Dec,206508.0,36398.0
Technology,Jun,194438.0,35199.0
Office Supplies,Jan,503970.0,87396.0
Technology,Aug,171739.0,29925.0
Technology,Oct,213827.0,35626.0
Technology,Jan,176100.0,32197.0
Office Supplies,Mar,530136.0,89698.0
Office Supplies,Aug,461234.0,82318.0
Office Supplies,Sep,461157.0,82441.0
Office Supplies,Oct,519442.0,92215.0
Furniture,Nov,166749.0,28209.0
Office Supplies,Nov,443899.0,74744.0
Technology,May,168285.0,28133.0
Furniture,Feb,134697.0,25436.0
Office Supplies,Apr,460011.0,81401.0
Furniture,Jan,163876.0,28420.0
Furniture,Jun,155020.0,25858.0
Technology,Nov,193197.0,33688.0
Technology,Mar,155588.0,26228.0
Technology,Feb,148565.0,25184.0
Furniture,Apr,171720.0,30074.0
Technology,Apr,211449.0,35879.0
Furniture,Dec,168516.0,30099.0
Office Supplies,May,508435.0,90381.0
Furniture,Jul,138728.0,24315.0
Furniture,May,164103.0,30567.0
