region,month_name,total_sales
South,Mar,157904.0
Central,Sep,173676.0
South,Aug,138282.0
South,Jan,140026.0
East,Jun,189406.0
West,Jan,247346.0
South,Apr,131670.0
East,Apr,234729.0
East,Nov,220038.0
Central,Dec,169666.0
West,Oct,237171.0
Central,May,186883.0
Central,Jun,167758.0
East,Mar,229899.0
Central,Aug,177235.0
East,Oct,275069.0
Central,Oct,176958.0
South,Nov,136896.0
West,Jun,225925.0
Central,Apr,189223.0
South,Jul,98291.0
West,Jul,228200.0
West,Nov,239751.0
Central,Mar,212493.0
East,Jan,243874.0
West,Apr,236814.0
East,Sep,206571.0
East,Dec,239557.0
South,Jun,125771.0
East,Jul,210931.0
East,May,221796.0
South,Sep,138378.0
West,Aug,210991.0
South,Oct,168623.0
Central,Jul,185317.0
Central,Jan,168524.0
East,Aug,220941.0
Central,Nov,162921.0
South,Feb,150072.0
West,Mar,235790.0
Central,Feb,181215.0
South,Dec,158593.0
East,Feb,218833.0
South,May,162111.0
West,Dec,277537.0
West,Sep,218915.0
West,May,217257.0
West,Feb,165651.0
