region,month_name,total_sales
South,Mar,186595.0
South,Jan,168697.0
East,Apr,272036.0
East,Nov,251371.0
Central,May,205259.0
East,Mar,259332.0
Central,Oct,193495.0
South,Nov,170968.0
Central,Apr,210644.0
South,Jul,113338.0
Central,Mar,228030.0
East,Jan,277149.0
West,Apr,286761.0
East,Sep,235773.0
South,Sep,163698.0
West,Aug,238880.0
Central,Nov,189726.0
South,Feb,166402.0
West,Mar,266537.0
South,Dec,182942.0
East,Feb,249911.0
West,Dec,313272.0
West,Sep,268730.0
Central,Sep,192856.0
South,Aug,161594.0
East,Jun,244370.0
West,Jan,283830.0
South,Apr,154003.0
Central,Dec,202857.0
West,Oct,267568.0
Central,Jun,190934.0
Central,Aug,212287.0
East,Oct,315167.0
West,Jun,275824.0
West,Jul,278006.0
West,Nov,272318.0
East,Dec,272190.0
South,Jun,153083.0
East,Jul,256713.0
East,May,264221.0
South,Oct,193427.0
Central,Jul,211507.0
Central,Jan,195914.0
East,Aug,254383.0
Central,Feb,217073.0
South,May,184147.0
West,May,260871.0
West,Feb,189585.0
