state,total_sales,total_customers
Alabama,56795.0,25
Arizona,317841.0,84
Arkansas,55819.0,6
California,2189918.0,536
Colorado,252471.0,61
Connecticut,80279.0,19
Delaware,79057.0,17
District of Columbia,6729.0,2
Florida,402397.0,86
Georgia,147986.0,64
Illinois,486343.0,135
Indiana,129133.0,34
Iowa,25146.0,13
Kansas,36327.0,4
Kentucky,266804.0,41
Louisiana,58059.0,25
Maryland,37983.0,11
Massachusetts,131425.0,36
Michigan,224020.0,49
Minnesota,175075.0,34
Mississippi,62188.0,16
Missouri,71272.0,24
Nebraska,3271.0,5
Nevada,17404.0,13
New Hampshire,26340.0,9
New Jersey,178795.0,39
New Mexico,5662.0,8
New York,1093300.0,288
North Carolina,316776.0,98
Ohio,540915.0,137
Oklahoma,40550.0,9
Oregon,35846.0,5
Pennsylvania,600082.0,155
Rhode Island,58340.0,13
South Dakota,2397.0,4
Tennessee,174036.0,47
Texas,1076034.0,266
Utah,77138.0,21
Virginia,239015.0,57
Washington,503604.0,142
Wisconsin,83634.0,30
