category,month,total_sales,total_profit
Furniture,Sep,185058.0,30987.0
Furniture,Oct,174027.0,32295.0
Furniture,Mar,209987.0,38593.0
Office Supplies,Feb,479370.0,84486.0
Technology,Jul,178403.0,31569.0
Office Supplies,Dec,544437.0,94475.0
Furniture,Aug,170106.0,30566.0
Office Supplies,Jul,484993.0,89265.0
Office Supplies,Jun,456211.0,84396.0
Technology,Sep,155521.0,27960.0
Technology,Dec,211608.0,37324.0
Technology,Jun,198123.0,35920.0
Office Supplies,Jan,531073.0,91763.0
Technology,Aug,177877.0,31163.0
Technology,Oct,219014.0,36547.0
Technology,Jan,179604.0,32901.0
Office Supplies,Mar,538732.0,91263.0
Office Supplies,Aug,471505.0,84078.0
Office Supplies,Sep,471820.0,84065.0
Office Supplies,Oct,530286.0,93902.0
Furniture,Nov,169225.0,28682.0
Office Supplies,Nov,464267.0,79030.0
Technology,May,173790.0,29173.0
Furniture,Feb,138006.0,25989.0
Office Supplies,Apr,472799.0,83798.0
Furniture,Jan,167244.0,29124.0
Furniture,Jun,159578.0,26483.0
Technology,Nov,197379.0,34412.0
Technology,Mar,159722.0,27081.0
Technology,Feb,153696.0,26026.0
Furniture,Apr,187466.0,33398.0
Technology,Apr,215615.0,36555.0
Furniture,Dec,174268.0,31084.0
Office Supplies,May,523132.0,92829.0
Furniture,Jul,142793.0,24986.0
Furniture,May,166676.0,31009.0
