region,month_name,total_sales
South,Mar,258946.0
South,Jan,246341.0
East,Apr,405178.0
East,Nov,363867.0
Central,May,302456.0
East,Mar,388846.0
Central,Oct,301288.0
South,Nov,246811.0
Central,Apr,321725.0
South,Jul,185203.0
Central,Mar,339458.0
East,Jan,401541.0
West,Apr,417802.0
East,Sep,377601.0
South,Sep,227268.0
West,Aug,355624.0
Central,Nov,288537.0
South,Feb,234147.0
West,Mar,385401.0
South,Dec,260374.0
East,Feb,400972.0
West,Dec,481598.0
West,Sep,411645.0
Central,Sep,274835.0
South,Aug,235817.0
East,Jun,359423.0
West,Jan,439887.0
South,Apr,253749.0
Central,Dec,330615.0
West,Oct,412091.0
Central,Jun,300808.0
Central,Aug,319944.0
East,Oct,429612.0
West,Jun,392734.0
West,Jul,398823.0
West,Nov,400412.0
East,Dec,415866.0
South,Jun,241466.0
East,Jul,403238.0
East,May,393472.0
South,Oct,284798.0
Central,Jul,334422.0
Central,Jan,311283.0
East,Aug,359490.0
Central,Feb,319443.0
South,May,273822.0
West,May,399169.0
West,Feb,296838.0
