category,month,total_sales,total_profit
Furniture,Sep,273656.0,47522.0
Furniture,Oct,271613.0,48719.0
Furniture,Mar,299438.0,55039.0
Office Supplies,Feb,734052.0,130594.0
Technology,Jul,306306.0,51393.0
Office Supplies,Dec,809584.0,140526.0
Furniture,Aug,259583.0,46655.0
Office Supplies,Jul,733960.0,132972.0
Office Supplies,Jun,718240.0,130568.0
Technology,Sep,256034.0,45175.0
Technology,Dec,338582.0,61432.0
Technology,Jun,307305.0,55040.0
Office Supplies,Jan,815704.0,142501.0
Technology,Aug,256585.0,45544.0
Technology,Oct,321210.0,54556.0
Technology,Jan,284179.0,50017.0
Office Supplies,Mar,796026.0,134375.0
Office Supplies,Aug,715081.0,125682.0
Office Supplies,Sep,715142.0,126586.0
Office Supplies,Oct,802654.0,140367.0
Furniture,Nov,246569.0,42551.0
Office Supplies,Nov,732440.0,125317.0
Technology,May,255117.0,43722.0
Furniture,Feb,243270.0,45549.0
Office Supplies,Apr,748022.0,131284.0
Furniture,Jan,254136.0,44682.0
Furniture,Jun,234856.0,40647.0
Technology,Nov,290103.0,52318.0
Technology,Mar,234287.0,40812.0
Technology,Feb,244515.0,39699.0
Furniture,Apr,276682.0,48967.0
Technology,Apr,340194.0,58260.0
Furniture,Dec,293376.0,53743.0
Office Supplies,May,809474.0,144777.0
Furniture,Jul,247804.0,42737.0
Furniture,May,252692.0,46484.0
