region,month_name,total_sales
South,Mar,154154.0
Central,Sep,165024.0
South,Aug,133894.0
South,Jan,135626.0
East,Jun,181093.0
West,Jan,233516.0
South,Apr,123744.0
East,Apr,209769.0
East,Nov,213108.0
Central,Dec,164422.0
West,Oct,227713.0
Central,May,180016.0
Central,Jun,158937.0
East,Mar,207417.0
Central,Aug,166396.0
East,Oct,256115.0
Central,Oct,165147.0
South,Nov,133759.0
West,Jun,203048.0
Central,Apr,182814.0
South,Jul,96043.0
West,Jul,216427.0
West,Nov,229673.0
Central,Mar,206460.0
East,Jan,224407.0
West,Apr,212983.0
East,Sep,198626.0
East,Dec,227730.0
South,Jun,121778.0
East,Jul,199618.0
East,May,215179.0
South,Sep,134642.0
West,Aug,199758.0
South,Oct,161304.0
Central,Jul,169855.0
Central,Jan,158232.0
East,Aug,210511.0
Central,Nov,156937.0
South,Feb,147006.0
West,Mar,214463.0
Central,Feb,176181.0
South,Dec,155161.0
East,Feb,206286.0
South,May,154286.0
West,Dec,268585.0
West,Sep,192519.0
West,May,197325.0
West,Feb,158607.0
