category,month,total_sales,total_profit
Furniture,Sep,266856.0,46209.0
Furniture,Oct,255694.0,45730.0
Furniture,Mar,290551.0,53326.0
Office Supplies,Feb,705376.0,125921.0
Technology,Jul,280589.0,48040.0
Office Supplies,Dec,771605.0,133559.0
Furniture,Aug,248865.0,44858.0
Office Supplies,Jul,708474.0,128474.0
Office Supplies,Jun,685646.0,124310.0
Technology,Sep,239004.0,42877.0
Technology,Dec,325885.0,59276.0
Technology,Jun,270435.0,49555.0
Office Supplies,Jan,784640.0,136089.0
Technology,Aug,249327.0,43968.0
Technology,Oct,309133.0,52419.0
Technology,Jan,274567.0,48588.0
Office Supplies,Mar,768470.0,129463.0
Office Supplies,Aug,685722.0,120368.0
Office Supplies,Sep,692906.0,122597.0
Office Supplies,Oct,760203.0,133243.0
Furniture,Nov,235609.0,40655.0
Office Supplies,Nov,709208.0,120844.0
Technology,May,247406.0,42403.0
Furniture,Feb,234422.0,43845.0
Office Supplies,Apr,719622.0,126267.0
Furniture,Jan,242707.0,42476.0
Furniture,Jun,230319.0,39817.0
Technology,Nov,283139.0,50932.0
Technology,Mar,227129.0,39432.0
Technology,Feb,228559.0,37279.0
Furniture,Apr,266102.0,47016.0
Technology,Apr,328744.0,56184.0
Furniture,Dec,283908.0,51758.0
Office Supplies,May,783087.0,140119.0
Furniture,Jul,237751.0,40821.0
Furniture,May,243600.0,44896.0
