category,month,total_sales,total_profit
Furniture,Sep,180638.0,30036.0
Furniture,Oct,171906.0,31953.0
Furniture,Mar,207147.0,38100.0
Office Supplies,Feb,474062.0,83432.0
Technology,Jul,173282.0,30348.0
Office Supplies,Dec,535094.0,93015.0
Furniture,Aug,166686.0,29990.0
Office Supplies,Jul,459653.0,84708.0
Office Supplies,Jun,435774.0,80269.0
Technology,Sep,152306.0,27388.0
Technology,Dec,207603.0,36644.0
Technology,Jun,195206.0,35352.0
Office Supplies,Jan,508833.0,88040.0
Technology,Aug,172529.0,30005.0
Technology,Oct,215240.0,35956.0
Technology,Jan,176752.0,32361.0
Office Supplies,Mar,533038.0,90187.0
Office Supplies,Aug,462737.0,82629.0
Office Supplies,Sep,462485.0,82582.0
Office Supplies,Oct,520140.0,92312.0
Furniture,Nov,168210.0,28515.0
Office Supplies,Nov,445128.0,75041.0
Technology,May,169701.0,28383.0
Furniture,Feb,134821.0,25464.0
Office Supplies,Apr,462275.0,81845.0
Furniture,Jan,164935.0,28652.0
Furniture,Jun,155473.0,25911.0
Technology,Nov,194143.0,33776.0
Technology,Mar,156751.0,26523.0
Technology,Feb,150346.0,25485.0
Furniture,Apr,172495.0,30217.0
Technology,Apr,211963.0,35990.0
Furniture,Dec,169660.0,30281.0
Office Supplies,May,510764.0,90758.0
Furniture,Jul,139219.0,24429.0
Furniture,May,164292.0,30584.0
