region,month_name,total_sales
South,Mar,190429.0
South,Jan,176383.0
East,Apr,296915.0
East,Nov,268310.0
Central,May,212679.0
East,Mar,276293.0
Central,Oct,200063.0
South,Nov,173439.0
Central,Apr,214910.0
South,Jul,118300.0
Central,Mar,232392.0
East,Jan,280520.0
West,Apr,293158.0
East,Sep,244615.0
South,Sep,171905.0
West,Aug,244504.0
Central,Nov,193918.0
South,Feb,168965.0
West,Mar,273774.0
South,Dec,186214.0
East,Feb,260439.0
West,Dec,337481.0
West,Sep,277411.0
Central,Sep,197947.0
South,Aug,167134.0
East,Jun,254543.0
West,Jan,301078.0
South,Apr,163119.0
Central,Dec,219719.0
West,Oct,276454.0
Central,Jun,205611.0
Central,Aug,218964.0
East,Oct,332534.0
West,Jun,286291.0
West,Jul,289282.0
West,Nov,281585.0
East,Dec,288233.0
South,Jun,156933.0
East,Jul,268405.0
East,May,271169.0
South,Oct,202511.0
Central,Jul,218115.0
Central,Jan,206627.0
East,Aug,260376.0
Central,Feb,223219.0
South,May,192459.0
West,May,275220.0
West,Feb,195800.0
