region,month_name,total_sales
South,Mar,220737.0
South,Jan,208713.0
East,Apr,348086.0
East,Nov,309147.0
Central,May,257674.0
East,Mar,316446.0
Central,Oct,246161.0
South,Nov,205398.0
Central,Apr,262371.0
South,Jul,147038.0
Central,Mar,282586.0
East,Jan,326647.0
West,Apr,352465.0
East,Sep,301699.0
South,Sep,199628.0
West,Aug,298755.0
Central,Nov,232029.0
South,Feb,197676.0
West,Mar,335567.0
South,Dec,224204.0
East,Feb,320587.0
West,Dec,412092.0
West,Sep,340078.0
Central,Sep,229709.0
South,Aug,197490.0
East,Jun,293911.0
West,Jan,370445.0
South,Apr,215609.0
Central,Dec,267357.0
West,Oct,336457.0
Central,Jun,238965.0
Central,Aug,274912.0
East,Oct,374579.0
West,Jun,334604.0
West,Jul,337621.0
West,Nov,343546.0
East,Dec,355578.0
South,Jun,198335.0
East,Jul,323443.0
East,May,338825.0
South,Oct,233957.0
Central,Jul,270395.0
Central,Jan,256081.0
East,Aug,303349.0
Central,Feb,256416.0
South,May,226363.0
West,May,334120.0
West,Feb,247828.0
