state,total_sales,total_customers
Alabama,68461.0,40
Arizona,341420.0,114
Arkansas,57876.0,7
California,2376819.0,727
Colorado,269249.0,81
Connecticut,83256.0,26
Delaware,89225.0,27
District of Columbia,7388.0,3
Florida,449336.0,126
Georgia,169026.0,83
Illinois,545757.0,184
Indiana,138524.0,47
Iowa,29661.0,18
Kansas,37564.0,5
Kentucky,291706.0,55
Louisiana,64546.0,30
Maryland,41327.0,15
Massachusetts,158842.0,54
Michigan,249600.0,68
Minnesota,197114.0,48
Mississippi,64728.0,20
Missouri,76456.0,28
Nebraska,6313.0,8
Nevada,25100.0,16
New Hampshire,27303.0,11
New Jersey,189721.0,51
New Mexico,11361.0,15
New York,1231644.0,389
North Carolina,361028.0,141
Ohio,574893.0,179
Oklahoma,45742.0,15
Oregon,38623.0,8
Pennsylvania,657445.0,213
Rhode Island,58870.0,15
South Dakota,4821.0,5
Tennessee,193813.0,63
Texas,1185110.0,369
Utah,83144.0,28
Virginia,251474.0,74
Washington,565230.0,189
Wisconsin,86094.0,34
