segment,month_name,total_sales,total_profit
Corporate,Oct,286015.0,49907.0
Home Office,Jul,163480.0,29726.0
Consumer,Jul,407763.0,73306.0
Corporate,Mar,259320.0,43874.0
Consumer,Nov,385466.0,67235.0
Home Office,Aug,138933.0,24169.0
Consumer,Aug,431093.0,78623.0
Corporate,Aug,250931.0,43307.0
Home Office,Apr,153543.0,27366.0
Consumer,Jun,407915.0,72844.0
Consumer,May,432516.0,76477.0
Home Office,Sep,124195.0,22259.0
Corporate,Jul,236176.0,42995.0
Corporate,Dec,303297.0,52921.0
Corporate,May,284906.0,49868.0
Corporate,Apr,280376.0,47793.0
Home Office,May,146721.0,26792.0
Home Office,Jan,152060.0,28129.0
Home Office,Jun,137521.0,25970.0
Consumer,Sep,436327.0,75719.0
Home Office,Mar,169168.0,27068.0
Consumer,Apr,444301.0,78955.0
Home Office,Nov,155342.0,27002.0
Home Office,Oct,176407.0,30975.0
Consumer,Dec,465761.0,83481.0
Corporate,Nov,293389.0,48468.0
Corporate,Sep,252823.0,45197.0
Corporate,Feb,256233.0,42245.0
Home Office,Feb,133080.0,23876.0
Consumer,Mar,482623.0,86510.0
Consumer,Oct,461654.0,82038.0
Corporate,Jan,319511.0,53814.0
Consumer,Jan,408155.0,72213.0
Corporate,Jun,269255.0,48082.0
Home Office,Dec,161787.0,26585.0
Consumer,Feb,383239.0,70610.0
