state,total_sales,total_customers
Alabama,98107.0,74
Arizona,451650.0,198
Arkansas,62126.0,13
California,3020426.0,1340
Colorado,361104.0,159
Connecticut,105950.0,48
Delaware,119223.0,55
District of Columbia,7876.0,4
Florida,520973.0,207
Georgia,249180.0,145
Illinois,771550.0,344
Indiana,178332.0,84
Iowa,35294.0,28
Kansas,40053.0,8
Kentucky,379844.0,106
Louisiana,82629.0,50
Maryland,48208.0,25
Massachusetts,188013.0,88
Michigan,329375.0,128
Minnesota,270802.0,106
Mississippi,88202.0,44
Missouri,96891.0,52
Nebraska,9895.0,12
Nevada,29258.0,23
New Hampshire,32948.0,19
New Jersey,232944.0,90
New Mexico,17839.0,22
New York,1598401.0,707
North Carolina,461392.0,254
Ohio,709975.0,309
Oklahoma,67226.0,29
Oregon,56988.0,16
Pennsylvania,852480.0,412
Rhode Island,83494.0,34
South Dakota,19109.0,9
Tennessee,218969.0,98
Texas,1467431.0,630
Utah,108049.0,50
Virginia,291564.0,120
Washington,698695.0,328
Wisconsin,110723.0,62
