state,total_sales,total_customers
Alabama,78454.0,50
Arizona,378309.0,135
Arkansas,58497.0,8
California,2539626.0,885
Colorado,301305.0,110
Connecticut,88353.0,33
Delaware,104497.0,35
District of Columbia,7388.0,3
Florida,469838.0,146
Georgia,204641.0,106
Illinois,611979.0,230
Indiana,148096.0,58
Iowa,31254.0,21
Kansas,38971.0,6
Kentucky,306934.0,66
Louisiana,69306.0,35
Maryland,45718.0,21
Massachusetts,170277.0,68
Michigan,267283.0,86
Minnesota,222119.0,60
Mississippi,72900.0,25
Missouri,84324.0,38
Nebraska,6313.0,8
Nevada,25419.0,17
New Hampshire,28444.0,13
New Jersey,212221.0,71
New Mexico,11361.0,15
New York,1312115.0,466
North Carolina,400867.0,186
Ohio,604960.0,217
Oklahoma,47985.0,18
Oregon,54549.0,14
Pennsylvania,721536.0,279
Rhode Island,64420.0,21
South Dakota,4821.0,5
Tennessee,199957.0,72
Texas,1271148.0,444
Utah,92720.0,34
Virginia,266387.0,88
Washington,596811.0,221
Wisconsin,94325.0,44
