region,month_name,total_sales
South,Mar,245931.0
South,Jan,223714.0
East,Apr,386726.0
East,Nov,346329.0
Central,May,280664.0
East,Mar,364783.0
Central,Oct,278149.0
South,Nov,235955.0
Central,Apr,298558.0
South,Jul,172631.0
Central,Mar,316873.0
East,Jan,378446.0
West,Apr,389618.0
East,Sep,339857.0
South,Sep,214228.0
West,Aug,335489.0
Central,Nov,267445.0
South,Feb,217109.0
West,Mar,365991.0
South,Dec,240757.0
East,Feb,374663.0
West,Dec,452634.0
West,Sep,384713.0
Central,Sep,262632.0
South,Aug,212996.0
East,Jun,329261.0
West,Jan,411211.0
South,Apr,245176.0
Central,Dec,311318.0
West,Oct,379632.0
Central,Jun,272092.0
Central,Aug,306395.0
East,Oct,417169.0
West,Jun,367722.0
West,Jul,372850.0
West,Nov,383714.0
East,Dec,394214.0
South,Jun,230509.0
East,Jul,383483.0
East,May,368423.0
South,Oct,256736.0
Central,Jul,311778.0
Central,Jan,293632.0
East,Aug,337029.0
Central,Feb,299854.0
South,May,257694.0
West,May,371935.0
West,Feb,284069.0
