category,month,total_sales,total_profit
Furniture,Sep,193736.0,32454.0
Furniture,Oct,182028.0,33711.0
Furniture,Mar,218436.0,40121.0
Office Supplies,Feb,522217.0,91848.0
Technology,Jul,189940.0,33429.0
Office Supplies,Dec,574378.0,99757.0
Furniture,Aug,176521.0,31676.0
Office Supplies,Jul,517888.0,95490.0
Office Supplies,Jun,493789.0,91005.0
Technology,Sep,174511.0,31853.0
Technology,Dec,226883.0,40012.0
Technology,Jun,205776.0,37399.0
Office Supplies,Jan,565711.0,98175.0
Technology,Aug,192502.0,33649.0
Technology,Oct,235532.0,40310.0
Technology,Jan,191327.0,34971.0
Office Supplies,Mar,556175.0,94086.0
Office Supplies,Aug,503133.0,88968.0
Office Supplies,Sep,496528.0,88013.0
Office Supplies,Oct,558503.0,99111.0
Furniture,Nov,174766.0,29549.0
Office Supplies,Nov,507789.0,87332.0
Technology,May,182567.0,30397.0
Furniture,Feb,148160.0,27547.0
Office Supplies,Apr,505887.0,89553.0
Furniture,Jan,175742.0,30560.0
Furniture,Jun,169578.0,28278.0
Technology,Nov,207587.0,36213.0
Technology,Mar,168791.0,28590.0
Technology,Feb,161662.0,27368.0
Furniture,Apr,195943.0,34932.0
Technology,Apr,225809.0,38396.0
Furniture,Dec,180082.0,32138.0
Office Supplies,May,562716.0,100755.0
Furniture,Jul,159287.0,28151.0
Furniture,May,174566.0,32234.0
