category,month,total_sales,total_profit
Furniture,Sep,186182.0,31146.0
Furniture,Oct,174739.0,32423.0
Furniture,Mar,211116.0,38765.0
Office Supplies,Feb,493481.0,86888.0
Technology,Jul,181867.0,32114.0
Office Supplies,Dec,546957.0,94998.0
Furniture,Aug,171949.0,30896.0
Office Supplies,Jul,489776.0,90002.0
Office Supplies,Jun,462412.0,85220.0
Technology,Sep,158659.0,28412.0
Technology,Dec,213577.0,37595.0
Technology,Jun,200156.0,36398.0
Office Supplies,Jan,541817.0,93711.0
Technology,Aug,181548.0,31797.0
Technology,Oct,228835.0,39097.0
Technology,Jan,181949.0,33311.0
Office Supplies,Mar,545405.0,92302.0
Office Supplies,Aug,474660.0,84618.0
Office Supplies,Sep,477161.0,84975.0
Office Supplies,Oct,534344.0,94612.0
Furniture,Nov,171450.0,29006.0
Office Supplies,Nov,471354.0,80212.0
Technology,May,175734.0,29477.0
Furniture,Feb,141466.0,26380.0
Office Supplies,Apr,478336.0,84784.0
Furniture,Jan,168867.0,29401.0
Furniture,Jun,161831.0,26842.0
Technology,Nov,199895.0,34846.0
Technology,Mar,161115.0,27304.0
Technology,Feb,154980.0,26219.0
Furniture,Apr,188606.0,33607.0
Technology,Apr,216662.0,36700.0
Furniture,Dec,176526.0,31538.0
Office Supplies,May,527743.0,93576.0
Furniture,Jul,144747.0,25381.0
Furniture,May,170304.0,31629.0
