state,total_sales,total_customers
Alabama,95161.0,69
Arizona,439257.0,185
Arkansas,62126.0,13
California,2926295.0,1258
Colorado,358341.0,153
Connecticut,101309.0,45
Delaware,111623.0,49
District of Columbia,7388.0,3
Florida,511359.0,193
Georgia,238356.0,136
Illinois,728781.0,321
Indiana,174393.0,76
Iowa,34838.0,27
Kansas,40053.0,8
Kentucky,343790.0,91
Louisiana,80320.0,48
Maryland,46921.0,24
Massachusetts,183953.0,82
Michigan,315032.0,124
Minnesota,260688.0,97
Mississippi,84942.0,42
Missouri,93977.0,49
Nebraska,8416.0,10
Nevada,29071.0,22
New Hampshire,32445.0,17
New Jersey,226528.0,84
New Mexico,16505.0,20
New York,1546493.0,668
North Carolina,441267.0,232
Ohio,687720.0,289
Oklahoma,65192.0,27
Oregon,55702.0,15
Pennsylvania,817844.0,383
Rhode Island,72815.0,29
South Dakota,19109.0,9
Tennessee,213826.0,91
Texas,1420949.0,588
Utah,100038.0,43
Virginia,284078.0,114
Washington,663709.0,298
Wisconsin,109315.0,59
