segment,month_name,total_sales,total_profit
Corporate,Oct,328423.0,57528.0
Home Office,Jul,204849.0,37541.0
Consumer,Jul,488514.0,86096.0
Corporate,Mar,287020.0,48568.0
Consumer,Nov,468015.0,80854.0
Home Office,Aug,173459.0,30809.0
Consumer,Aug,515234.0,92275.0
Corporate,Aug,281808.0,48515.0
Home Office,Apr,185729.0,32181.0
Consumer,Jun,482184.0,86880.0
Consumer,May,525796.0,93624.0
Home Office,Sep,153482.0,27146.0
Corporate,Jul,270481.0,48913.0
Corporate,Dec,362051.0,62750.0
Corporate,May,320365.0,56376.0
Corporate,Apr,311653.0,53228.0
Home Office,May,182443.0,33231.0
Home Office,Jan,186653.0,34574.0
Home Office,Jun,165732.0,30879.0
Consumer,Sep,509821.0,89611.0
Home Office,Mar,196476.0,31503.0
Consumer,Apr,562499.0,99400.0
Home Office,Nov,179781.0,31385.0
Home Office,Oct,197389.0,34724.0
Consumer,Dec,573945.0,104342.0
Corporate,Nov,342655.0,58293.0
Corporate,Sep,286522.0,50687.0
Corporate,Feb,298882.0,49083.0
Home Office,Feb,156454.0,28138.0
Consumer,Mar,556710.0,98386.0
Consumer,Oct,552350.0,98135.0
Corporate,Jan,359664.0,60422.0
Consumer,Jan,494153.0,86713.0
Corporate,Jun,312850.0,56683.0
Home Office,Dec,199328.0,34100.0
Consumer,Feb,469690.0,85527.0
