state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,169,1
Alabama,Binders,139,2
Alabama,Art,91,3
Alabama,Accessories,85,4
Alabama,Furnishings,84,5
Alabama,Phones,77,6
Alabama,Storage,74,7
Alabama,Chairs,53,8
Alabama,Envelopes,49,9
Alabama,Appliances,34,10
Alabama,Tables,32,11
Alabama,Labels,28,12
Alabama,Machines,26,13
Alabama,Supplies,23,14
Alabama,Bookcases,21,15
Alabama,Fasteners,20,16
Alabama,Copiers,8,17
Arizona,Paper,509,1
Arizona,Binders,434,2
Arizona,Furnishings,400,3
Arizona,Phones,375,4
Arizona,Art,319,5
Arizona,Accessories,292,6
Arizona,Storage,277,7
Arizona,Appliances,214,8
Arizona,Chairs,180,9
Arizona,Labels,158,10
Arizona,Machines,121,11
Arizona,Envelopes,120,12
Arizona,Tables,119,13
Arizona,Bookcases,100,14
Arizona,Fasteners,61,15
Arizona,Supplies,58,16
Arizona,Copiers,31,17
Arkansas,Furnishings,65,1
Arkansas,Phones,63,2
Arkansas,Art,55,3
Arkansas,Paper,44,4
Arkansas,Binders,40,5
Arkansas,Storage,27,6
Arkansas,Appliances,25,7
Arkansas,Fasteners,23,8
Arkansas,Accessories,20,9
Arkansas,Labels,18,10
Arkansas,Tables,15,11
Arkansas,Machines,15,11
Arkansas,Chairs,13,13
Arkansas,Envelopes,4,14
California,Paper,3777,1
California,Binders,2926,2
California,Phones,2564,3
California,Art,2418,4
California,Furnishings,2361,5
California,Accessories,2022,6
California,Storage,1780,7
California,Appliances,1456,8
California,Chairs,1197,9
California,Machines,1039,10
California,Labels,1016,11
California,Envelopes,778,12
California,Tables,748,13
California,Bookcases,743,14
California,Supplies,577,15
California,Fasteners,544,16
California,Copiers,194,17
Colorado,Paper,467,1
Colorado,Binders,451,2
Colorado,Furnishings,324,3
Colorado,Phones,323,4
Colorado,Art,297,5
Colorado,Storage,268,6
Colorado,Accessories,229,7
Colorado,Chairs,184,8
Colorado,Appliances,167,9
Colorado,Machines,136,10
Colorado,Labels,130,11
Colorado,Bookcases,111,12
Colorado,Supplies,103,13
Colorado,Tables,99,14
Colorado,Envelopes,97,15
Colorado,Fasteners,46,16
Colorado,Copiers,10,17
Connecticut,Binders,102,1
Connecticut,Paper,99,2
Connecticut,Furnishings,93,3
Connecticut,Phones,85,4
Connecticut,Art,84,5
Connecticut,Accessories,73,6
Connecticut,Storage,70,7
Connecticut,Appliances,50,8
Connecticut,Labels,44,9
Connecticut,Machines,37,10
Connecticut,Chairs,28,11
Connecticut,Fasteners,23,12
Connecticut,Envelopes,22,13
Connecticut,Bookcases,22,13
Connecticut,Tables,19,15
Connecticut,Supplies,17,16
Connecticut,Copiers,2,17
Delaware,Storage,159,1
Delaware,Furnishings,154,2
Delaware,Paper,111,3
Delaware,Phones,86,4
Delaware,Accessories,84,5
Delaware,Binders,68,6
Delaware,Machines,67,7
Delaware,Chairs,61,8
Delaware,Appliances,60,9
Delaware,Art,55,10
Delaware,Labels,39,11
Delaware,Bookcases,39,11
Delaware,Envelopes,37,13
Delaware,Supplies,28,14
Delaware,Fasteners,19,15
Delaware,Tables,14,16
District of Columbia,Paper,37,1
District of Columbia,Binders,15,2
District of Columbia,Labels,14,3
District of Columbia,Furnishings,12,4
District of Columbia,Art,7,5
District of Columbia,Fasteners,7,5
District of Columbia,Phones,5,7
District of Columbia,Chairs,3,8
District of Columbia,Envelopes,3,8
District of Columbia,Appliances,2,10
District of Columbia,Accessories,2,10
Florida,Paper,781,1
Florida,Binders,586,2
Florida,Art,476,3
Florida,Phones,471,4
Florida,Furnishings,414,5
Florida,Accessories,381,6
Florida,Storage,348,7
Florida,Chairs,242,8
Florida,Appliances,230,9
Florida,Labels,197,10
Florida,Tables,174,11
Florida,Machines,137,12
Florida,Fasteners,121,13
Florida,Envelopes,115,14
Florida,Bookcases,98,15
Florida,Supplies,86,16
Florida,Copiers,27,17
Georgia,Paper,304,1
Georgia,Binders,269,2
Georgia,Phones,262,3
Georgia,Furnishings,230,4
Georgia,Art,160,5
Georgia,Appliances,146,6
Georgia,Chairs,129,7
Georgia,Storage,118,8
Georgia,Accessories,94,9
Georgia,Tables,90,10
Georgia,Bookcases,84,11
Georgia,Labels,68,12
Georgia,Machines,64,13
Georgia,Envelopes,44,14
Georgia,Supplies,38,15
Georgia,Fasteners,37,16
Georgia,Copiers,9,17
Illinois,Paper,902,1
Illinois,Furnishings,699,2
Illinois,Binders,679,3
Illinois,Phones,668,4
Illinois,Art,450,5
Illinois,Storage,446,6
Illinois,Accessories,442,7
Illinois,Appliances,386,8
Illinois,Chairs,355,9
Illinois,Machines,250,10
Illinois,Labels,233,11
Illinois,Envelopes,203,12
Illinois,Tables,197,13
Illinois,Bookcases,162,14
Illinois,Fasteners,122,15
Illinois,Supplies,114,16
