state,total_sales,total_customers
Alabama,97592.0,73
Arizona,450036.0,195
Arkansas,62126.0,13
California,2965050.0,1310
Colorado,360248.0,157
Connecticut,105950.0,48
Delaware,114771.0,54
District of Columbia,7876.0,4
Florida,519079.0,204
Georgia,247443.0,141
Illinois,756309.0,338
Indiana,175877.0,79
Iowa,35294.0,28
Kansas,40053.0,8
Kentucky,354354.0,99
Louisiana,81802.0,49
Maryland,48208.0,25
Massachusetts,187097.0,86
Michigan,317397.0,126
Minnesota,268255.0,103
Mississippi,88202.0,44
Missouri,95328.0,50
Nebraska,9373.0,11
Nevada,29258.0,23
New Hampshire,32772.0,18
New Jersey,232944.0,90
New Mexico,17839.0,22
New York,1566022.0,690
North Carolina,452961.0,243
Ohio,698686.0,302
Oklahoma,66665.0,28
Oregon,55702.0,15
Pennsylvania,842084.0,404
Rhode Island,81687.0,33
South Dakota,19109.0,9
Tennessee,216374.0,95
Texas,1457220.0,617
Utah,102289.0,46
Virginia,291564.0,120
Washington,689942.0,318
Wisconsin,110459.0,61
