category,month,total_sales,total_profit
Furniture,Sep,273481.0,47491.0
Furniture,Oct,269399.0,48335.0
Furniture,Mar,299291.0,55005.0
Office Supplies,Feb,731814.0,130284.0
Technology,Jul,306306.0,51393.0
Office Supplies,Dec,806968.0,139973.0
Furniture,Aug,258172.0,46412.0
Office Supplies,Jul,732812.0,132789.0
Office Supplies,Jun,710113.0,128695.0
Technology,Sep,255260.0,45134.0
Technology,Dec,338270.0,61411.0
Technology,Jun,305908.0,54774.0
Office Supplies,Jan,814221.0,142220.0
Technology,Aug,255490.0,45372.0
Technology,Oct,319583.0,54323.0
Technology,Jan,283690.0,49962.0
Office Supplies,Mar,792584.0,133877.0
Office Supplies,Aug,713533.0,125380.0
Office Supplies,Sep,713055.0,126178.0
Office Supplies,Oct,793399.0,138566.0
Furniture,Nov,244753.0,42295.0
Office Supplies,Nov,730916.0,125111.0
Technology,May,254476.0,43579.0
Furniture,Feb,242303.0,45379.0
Office Supplies,Apr,745566.0,130714.0
Furniture,Jan,253325.0,44524.0
Furniture,Jun,234748.0,40630.0
Technology,Nov,289800.0,52272.0
Technology,Mar,234015.0,40785.0
Technology,Feb,241205.0,39166.0
Furniture,Apr,276239.0,48858.0
Technology,Apr,338425.0,57935.0
Furniture,Dec,292891.0,53629.0
Office Supplies,May,806870.0,144239.0
Furniture,Jul,247286.0,42607.0
Furniture,May,251626.0,46349.0
