category,month,total_sales,total_profit
Furniture,Sep,173232.0,28868.0
Furniture,Oct,167005.0,31039.0
Furniture,Mar,200693.0,37034.0
Office Supplies,Feb,451688.0,79463.0
Technology,Jul,166019.0,29320.0
Office Supplies,Dec,508618.0,87946.0
Furniture,Aug,159617.0,28687.0
Office Supplies,Jul,435969.0,80466.0
Office Supplies,Jun,402218.0,72931.0
Technology,Sep,144705.0,26236.0
Technology,Dec,190111.0,32933.0
Technology,Jun,181004.0,33158.0
Office Supplies,Jan,483090.0,83710.0
Technology,Aug,163335.0,28665.0
Technology,Oct,208933.0,34730.0
Technology,Jan,168018.0,30892.0
Office Supplies,Mar,497052.0,83098.0
Office Supplies,Aug,434219.0,77539.0
Office Supplies,Sep,430655.0,76609.0
Office Supplies,Oct,495907.0,87966.0
Furniture,Nov,159028.0,26895.0
Office Supplies,Nov,422284.0,70832.0
Technology,May,161570.0,26983.0
Furniture,Feb,129018.0,24429.0
Office Supplies,Apr,438080.0,77367.0
Furniture,Jan,157406.0,27246.0
Furniture,Jun,131401.0,21694.0
Technology,Nov,187633.0,32743.0
Technology,Mar,146713.0,25192.0
Technology,Feb,142568.0,24064.0
Furniture,Apr,165452.0,28892.0
Technology,Apr,197824.0,33252.0
Furniture,Dec,159652.0,28587.0
Office Supplies,May,480056.0,85775.0
Furniture,Jul,131495.0,23036.0
Furniture,May,159034.0,29668.0
