segment,month_name,total_sales,total_profit
Corporate,Oct,430883.0,74224.0
Home Office,Jul,271596.0,49121.0
Consumer,Jul,638249.0,111821.0
Corporate,Mar,351045.0,58649.0
Consumer,Nov,616180.0,106283.0
Home Office,Aug,211800.0,38214.0
Consumer,Aug,640602.0,114088.0
Corporate,Aug,352338.0,60817.0
Home Office,Apr,230898.0,40558.0
Consumer,Jun,632243.0,113556.0
Consumer,May,677119.0,119677.0
Home Office,Sep,213897.0,38014.0
Corporate,Jul,350297.0,61725.0
Corporate,Dec,443306.0,76936.0
Corporate,May,381517.0,68062.0
Corporate,Apr,415314.0,70833.0
Home Office,May,234340.0,42966.0
Home Office,Jan,226760.0,41544.0
Home Office,Jun,212721.0,38596.0
Consumer,Sep,632854.0,112105.0
Home Office,Mar,252936.0,42508.0
Consumer,Apr,684943.0,120962.0
Home Office,Nov,227588.0,40070.0
Home Office,Oct,250091.0,44182.0
Consumer,Dec,725663.0,131632.0
Corporate,Nov,404791.0,69933.0
Corporate,Sep,369454.0,64667.0
Corporate,Feb,394883.0,67937.0
Home Office,Feb,201667.0,36632.0
Consumer,Mar,699590.0,124283.0
Consumer,Oct,682034.0,118900.0
Corporate,Jan,481833.0,83463.0
Consumer,Jan,622483.0,108099.0
Corporate,Jun,382849.0,68759.0
Home Office,Dec,243979.0,42033.0
Consumer,Feb,592068.0,106137.0
