category,month,total_sales,total_profit
Furniture,Sep,188513.0,31544.0
Furniture,Oct,179566.0,33285.0
Furniture,Mar,216053.0,39743.0
Office Supplies,Feb,506601.0,89582.0
Technology,Jul,188005.0,33085.0
Office Supplies,Dec,558183.0,97089.0
Furniture,Aug,175798.0,31532.0
Office Supplies,Jul,508156.0,93822.0
Office Supplies,Jun,480432.0,88154.0
Technology,Sep,161686.0,28950.0
Technology,Dec,219428.0,38710.0
Technology,Jun,201847.0,36702.0
Office Supplies,Jan,555394.0,96301.0
Technology,Aug,187162.0,32800.0
Technology,Oct,231685.0,39702.0
Technology,Jan,185317.0,33927.0
Office Supplies,Mar,552626.0,93507.0
Office Supplies,Aug,491835.0,87378.0
Office Supplies,Sep,488316.0,86808.0
Office Supplies,Oct,547786.0,97093.0
Furniture,Nov,173121.0,29337.0
Office Supplies,Nov,498924.0,85810.0
Technology,May,178209.0,29777.0
Furniture,Feb,146083.0,27200.0
Office Supplies,Apr,489700.0,86797.0
Furniture,Jan,172789.0,30072.0
Furniture,Jun,163946.0,27133.0
Technology,Nov,203189.0,35423.0
Technology,Mar,165121.0,27897.0
Technology,Feb,159806.0,27033.0
Furniture,Apr,193161.0,34436.0
Technology,Apr,222449.0,37803.0
Furniture,Dec,179230.0,31966.0
Office Supplies,May,549479.0,98033.0
Furniture,Jul,154664.0,27159.0
Furniture,May,171492.0,31789.0
