state,total_sales,total_customers
Alabama,41562.0,4
Arizona,243472.0,22
Arkansas,53913.0,3
California,1770092.0,167
Colorado,213953.0,22
Connecticut,69682.0,6
Delaware,68546.0,6
District of Columbia,5512.0,1
Florida,357177.0,37
Georgia,106148.0,10
Illinois,399553.0,39
Indiana,106550.0,9
Iowa,10541.0,1
Kansas,34823.0,3
Kentucky,224075.0,18
Louisiana,41282.0,4
Maryland,20461.0,2
Massachusetts,109960.0,11
Michigan,183000.0,15
Minnesota,155964.0,14
Mississippi,56221.0,6
Missouri,50509.0,6
Nevada,9790.0,1
New Hampshire,22321.0,3
New Jersey,154288.0,17
New York,907852.0,89
North Carolina,246324.0,26
Ohio,443433.0,45
Oklahoma,35230.0,3
Oregon,33962.0,2
Pennsylvania,467318.0,40
Rhode Island,48370.0,4
Tennessee,141154.0,15
Texas,891375.0,80
Utah,42550.0,5
Virginia,199018.0,19
Washington,382098.0,40
Wisconsin,46809.0,5
