category,month,total_sales,total_profit
Furniture,Sep,232767.0,39881.0
Furniture,Oct,212136.0,38851.0
Furniture,Mar,266898.0,48863.0
Office Supplies,Feb,608910.0,108475.0
Technology,Jul,235639.0,40406.0
Office Supplies,Dec,672197.0,117108.0
Furniture,Aug,221946.0,40545.0
Office Supplies,Jul,613297.0,111784.0
Office Supplies,Jun,590201.0,107959.0
Technology,Sep,202379.0,36722.0
Technology,Dec,288560.0,51535.0
Technology,Jun,240823.0,44044.0
Office Supplies,Jan,684998.0,118221.0
Technology,Aug,216557.0,38040.0
Technology,Oct,263214.0,44970.0
Technology,Jan,224540.0,40823.0
Office Supplies,Mar,665621.0,112119.0
Office Supplies,Aug,596344.0,104938.0
Office Supplies,Sep,594350.0,105816.0
Office Supplies,Oct,673134.0,118008.0
Furniture,Nov,205969.0,35498.0
Office Supplies,Nov,600157.0,102158.0
Technology,May,216336.0,36517.0
Furniture,Feb,175574.0,32650.0
Office Supplies,Apr,628760.0,109876.0
Furniture,Jan,205014.0,35528.0
Furniture,Jun,202163.0,34997.0
Technology,Nov,251710.0,45257.0
Technology,Mar,193753.0,33340.0
Technology,Feb,200810.0,32902.0
Furniture,Apr,222136.0,39663.0
Technology,Apr,281468.0,48262.0
Furniture,Dec,253657.0,46449.0
Office Supplies,May,695058.0,124759.0
Furniture,Jul,192482.0,34051.0
Furniture,May,210012.0,38948.0
