category,month,total_sales,total_profit
Furniture,Sep,214842.0,36562.0
Furniture,Oct,202895.0,37450.0
Furniture,Mar,245577.0,44929.0
Office Supplies,Feb,574167.0,101441.0
Technology,Jul,211799.0,36577.0
Office Supplies,Dec,631566.0,109867.0
Furniture,Aug,209870.0,38205.0
Office Supplies,Jul,577936.0,105105.0
Office Supplies,Jun,550104.0,101040.0
Technology,Sep,194281.0,35383.0
Technology,Dec,268307.0,48108.0
Technology,Jun,227410.0,41652.0
Office Supplies,Jan,644742.0,111469.0
Technology,Aug,204097.0,35604.0
Technology,Oct,252826.0,43199.0
Technology,Jan,211280.0,38397.0
Office Supplies,Mar,617675.0,103255.0
Office Supplies,Aug,567083.0,99897.0
Office Supplies,Sep,548703.0,97087.0
Office Supplies,Oct,630003.0,111069.0
Furniture,Nov,194533.0,33367.0
Office Supplies,Nov,572956.0,97103.0
Technology,May,202535.0,33674.0
Furniture,Feb,165560.0,30998.0
Office Supplies,Apr,582169.0,101342.0
Furniture,Jan,193545.0,33672.0
Furniture,Jun,189982.0,32754.0
Technology,Nov,240168.0,42783.0
Technology,Mar,183173.0,31268.0
Technology,Feb,192147.0,31496.0
Furniture,Apr,211858.0,37744.0
Technology,Apr,272472.0,46764.0
Furniture,Dec,241224.0,44390.0
Office Supplies,May,637525.0,114451.0
Furniture,Jul,182028.0,32353.0
Furniture,May,195094.0,36190.0
