region,month_name,total_sales
South,Mar,198988.0
South,Jan,184770.0
East,Apr,309323.0
East,Nov,282446.0
Central,May,228443.0
East,Mar,288261.0
Central,Oct,215520.0
South,Nov,178566.0
Central,Apr,229142.0
South,Jul,128973.0
Central,Mar,253276.0
East,Jan,299572.0
West,Apr,315020.0
East,Sep,260919.0
South,Sep,178401.0
West,Aug,261659.0
Central,Nov,206169.0
South,Feb,174483.0
West,Mar,289407.0
South,Dec,197521.0
East,Feb,286916.0
West,Dec,371738.0
West,Sep,292513.0
Central,Sep,207320.0
South,Aug,178184.0
East,Jun,267794.0
West,Jan,323110.0
South,Apr,185955.0
Central,Dec,235825.0
West,Oct,296143.0
Central,Jun,211711.0
Central,Aug,241803.0
East,Oct,345496.0
West,Jun,299571.0
West,Jul,305394.0
West,Nov,311790.0
East,Dec,318481.0
South,Jun,172901.0
East,Jul,289360.0
East,May,298668.0
South,Oct,212806.0
Central,Jul,232380.0
Central,Jan,218861.0
East,Aug,270871.0
Central,Feb,236425.0
South,May,202583.0
West,May,286420.0
West,Feb,218908.0
