region,month_name,total_sales
South,Mar,212723.0
South,Jan,197112.0
East,Apr,326232.0
East,Nov,294407.0
Central,May,246112.0
East,Mar,300281.0
Central,Oct,224287.0
South,Nov,197567.0
Central,Apr,248027.0
South,Jul,135284.0
Central,Mar,263164.0
East,Jan,311216.0
West,Apr,332023.0
East,Sep,286887.0
South,Sep,195693.0
West,Aug,279497.0
Central,Nov,217755.0
South,Feb,181487.0
West,Mar,309154.0
South,Dec,206476.0
East,Feb,300057.0
West,Dec,388767.0
West,Sep,302123.0
Central,Sep,218226.0
South,Aug,184986.0
East,Jun,281925.0
West,Jan,339872.0
South,Apr,206028.0
Central,Dec,250520.0
West,Oct,316252.0
Central,Jun,223813.0
Central,Aug,261126.0
East,Oct,360838.0
West,Jun,316463.0
West,Jul,321114.0
West,Nov,328977.0
East,Dec,333466.0
South,Jun,180818.0
East,Jul,308332.0
East,May,305809.0
South,Oct,218783.0
Central,Jul,245786.0
Central,Jan,245022.0
East,Aug,287062.0
Central,Feb,245637.0
South,May,212687.0
West,May,305723.0
West,Feb,231360.0
