region,month_name,total_sales
South,Mar,235268.0
South,Jan,217899.0
East,Apr,374228.0
East,Nov,330999.0
Central,May,270458.0
East,Mar,341450.0
Central,Oct,269707.0
South,Nov,227234.0
Central,Apr,283856.0
South,Jul,160078.0
Central,Mar,300736.0
East,Jan,356079.0
West,Apr,369417.0
East,Sep,319061.0
South,Sep,208198.0
West,Aug,315017.0
Central,Nov,255621.0
South,Feb,211921.0
West,Mar,349970.0
South,Dec,234822.0
East,Feb,331999.0
West,Dec,424088.0
West,Sep,358725.0
Central,Sep,248464.0
South,Aug,205546.0
East,Jun,314690.0
West,Jan,391858.0
South,Apr,225686.0
Central,Dec,287285.0
West,Oct,353672.0
Central,Jun,255581.0
Central,Aug,291941.0
East,Oct,396677.0
West,Jun,352293.0
West,Jul,357580.0
West,Nov,362419.0
East,Dec,372266.0
South,Jun,209841.0
East,Jul,357831.0
East,May,355351.0
South,Oct,250378.0
Central,Jul,287954.0
Central,Jan,283932.0
East,Aug,322266.0
Central,Feb,278783.0
South,May,244874.0
West,May,352922.0
West,Feb,268288.0
