segment,month_name,total_sales,total_profit
Corporate,Oct,328853.0,57578.0
Home Office,Jul,205355.0,37625.0
Consumer,Jul,489022.0,86204.0
Corporate,Mar,288493.0,48741.0
Consumer,Nov,474207.0,81485.0
Home Office,Aug,173982.0,30941.0
Consumer,Aug,518410.0,92971.0
Corporate,Aug,281808.0,48515.0
Home Office,Apr,186065.0,32242.0
Consumer,Jun,485032.0,87199.0
Consumer,May,526326.0,93713.0
Home Office,Sep,153482.0,27146.0
Corporate,Jul,270883.0,49019.0
Corporate,Dec,362128.0,62763.0
Corporate,May,320560.0,56404.0
Corporate,Apr,311653.0,53228.0
Home Office,May,182443.0,33231.0
Home Office,Jan,187472.0,34723.0
Home Office,Jun,165732.0,30879.0
Consumer,Sep,512009.0,89999.0
Home Office,Mar,196476.0,31503.0
Consumer,Apr,562697.0,99423.0
Home Office,Nov,180046.0,31458.0
Home Office,Oct,197886.0,34750.0
Consumer,Dec,574426.0,104465.0
Corporate,Nov,343427.0,58422.0
Corporate,Sep,287036.0,50779.0
Corporate,Feb,299124.0,49126.0
Home Office,Feb,156874.0,28230.0
Consumer,Mar,557258.0,98459.0
Consumer,Oct,552855.0,98225.0
Corporate,Jan,361613.0,60855.0
Consumer,Jan,495092.0,86872.0
Corporate,Jun,313131.0,56734.0
Home Office,Dec,199472.0,34136.0
Consumer,Feb,470165.0,85660.0
