state,total_sales,total_customers
Alabama,71824.0,43
Arizona,342874.0,115
Arkansas,57876.0,7
California,2403237.0,756
Colorado,283625.0,89
Connecticut,84326.0,28
Delaware,98872.0,29
District of Columbia,7388.0,3
Florida,451624.0,128
Georgia,173893.0,90
Illinois,559149.0,190
Indiana,139733.0,48
Iowa,30771.0,20
Kansas,37564.0,5
Kentucky,302042.0,58
Louisiana,64975.0,31
Maryland,42519.0,16
Massachusetts,164812.0,60
Michigan,251720.0,72
Minnesota,217441.0,53
Mississippi,64728.0,20
Missouri,78514.0,31
Nebraska,6313.0,8
Nevada,25419.0,17
New Hampshire,28444.0,13
New Jersey,195988.0,54
New Mexico,11361.0,15
New York,1244492.0,407
North Carolina,377246.0,153
Ohio,584855.0,188
Oklahoma,46361.0,16
Oregon,40053.0,11
Pennsylvania,666104.0,224
Rhode Island,58870.0,15
South Dakota,4821.0,5
Tennessee,196571.0,65
Texas,1207332.0,386
Utah,83144.0,28
Virginia,257245.0,78
Washington,569980.0,196
Wisconsin,88526.0,37
