segment,month_name,total_sales,total_profit
Corporate,Oct,299356.0,52518.0
Home Office,Jul,179255.0,32974.0
Consumer,Jul,429408.0,76953.0
Corporate,Mar,265304.0,44672.0
Consumer,Nov,402835.0,70547.0
Home Office,Aug,148362.0,25998.0
Consumer,Aug,448510.0,81333.0
Corporate,Aug,263257.0,45261.0
Home Office,Apr,159749.0,28658.0
Consumer,Jun,432023.0,77034.0
Consumer,May,462369.0,82658.0
Home Office,Sep,133822.0,23625.0
Corporate,Jul,246241.0,44848.0
Corporate,Dec,317347.0,55283.0
Corporate,May,291972.0,51123.0
Corporate,Apr,290234.0,49457.0
Home Office,May,155984.0,28218.0
Home Office,Jan,158345.0,29153.0
Home Office,Jun,146354.0,27477.0
Consumer,Sep,453354.0,78702.0
Home Office,Mar,174839.0,28202.0
Consumer,Apr,466892.0,82542.0
Home Office,Nov,162567.0,28311.0
Home Office,Oct,180983.0,31679.0
Consumer,Dec,481675.0,86424.0
Corporate,Nov,313502.0,52398.0
Corporate,Sep,261616.0,46609.0
Corporate,Feb,266782.0,43884.0
Home Office,Feb,139071.0,25010.0
Consumer,Mar,498413.0,89193.0
Consumer,Oct,483394.0,86742.0
Corporate,Jan,329081.0,55613.0
Consumer,Jan,434420.0,76862.0
Corporate,Jun,280435.0,50052.0
Home Office,Dec,168812.0,27817.0
Consumer,Feb,413579.0,76152.0
