region,month_name,total_sales
South,Mar,223198.0
South,Jan,211082.0
East,Apr,354525.0
East,Nov,311089.0
Central,May,261050.0
East,Mar,318266.0
Central,Oct,249716.0
South,Nov,217704.0
Central,Apr,266272.0
South,Jul,150706.0
Central,Mar,287115.0
East,Jan,331185.0
West,Apr,355859.0
East,Sep,304408.0
South,Sep,201276.0
West,Aug,302579.0
Central,Nov,235578.0
South,Feb,198814.0
West,Mar,339713.0
South,Dec,225803.0
East,Feb,324592.0
West,Dec,413093.0
West,Sep,343993.0
Central,Sep,233879.0
South,Aug,200210.0
East,Jun,296813.0
West,Jan,374631.0
South,Apr,218920.0
Central,Dec,271050.0
West,Oct,341498.0
Central,Jun,241685.0
Central,Aug,278014.0
East,Oct,377279.0
West,Jun,338452.0
West,Jul,344151.0
West,Nov,346010.0
East,Dec,360305.0
South,Jun,201129.0
East,Jul,333765.0
East,May,342682.0
South,Oct,243060.0
Central,Jul,274214.0
Central,Jan,260370.0
East,Aug,309346.0
Central,Feb,266174.0
South,May,235686.0
West,May,337337.0
West,Feb,251241.0
