category,month,total_sales,total_profit
Furniture,Sep,202440.0,34164.0
Furniture,Oct,192663.0,35271.0
Furniture,Mar,229668.0,42132.0
Office Supplies,Feb,538333.0,94639.0
Technology,Jul,201156.0,35180.0
Office Supplies,Dec,602365.0,104840.0
Furniture,Aug,184620.0,33379.0
Office Supplies,Jul,542502.0,99254.0
Office Supplies,Jun,521858.0,95685.0
Technology,Sep,183232.0,33279.0
Technology,Dec,252663.0,44442.0
Technology,Jun,214217.0,39208.0
Office Supplies,Jan,613743.0,106062.0
Technology,Aug,197628.0,34441.0
Technology,Oct,242714.0,41578.0
Technology,Jan,201401.0,36498.0
Office Supplies,Mar,589457.0,99261.0
Office Supplies,Aug,526344.0,92844.0
Office Supplies,Sep,526568.0,93080.0
Office Supplies,Oct,597796.0,105608.0
Furniture,Nov,184707.0,31540.0
Office Supplies,Nov,525309.0,90367.0
Technology,May,194857.0,32587.0
Furniture,Feb,156725.0,29144.0
Office Supplies,Apr,538144.0,94865.0
Furniture,Jan,182888.0,31809.0
Furniture,Jun,184265.0,31698.0
Technology,Nov,226623.0,40024.0
Technology,Mar,176331.0,30054.0
Technology,Feb,172451.0,29223.0
Furniture,Apr,205598.0,36732.0
Technology,Apr,252348.0,42842.0
Furniture,Dec,214931.0,40360.0
Office Supplies,May,605144.0,109123.0
Furniture,Jul,173769.0,31044.0
Furniture,May,188957.0,34863.0
