category,month,total_sales,total_profit
Furniture,Sep,207912.0,35283.0
Furniture,Oct,198793.0,36623.0
Furniture,Mar,242422.0,44349.0
Office Supplies,Feb,560806.0,98929.0
Technology,Jul,208171.0,36047.0
Office Supplies,Dec,616586.0,107277.0
Furniture,Aug,197368.0,35670.0
Office Supplies,Jul,563645.0,102443.0
Office Supplies,Jun,541472.0,99877.0
Technology,Sep,187182.0,33967.0
Technology,Dec,265174.0,47567.0
Technology,Jun,221448.0,40617.0
Office Supplies,Jan,623547.0,107487.0
Technology,Aug,200668.0,34997.0
Technology,Oct,249129.0,42640.0
Technology,Jan,207366.0,37626.0
Office Supplies,Mar,603289.0,101469.0
Office Supplies,Aug,548731.0,96215.0
Office Supplies,Sep,535278.0,94845.0
Office Supplies,Oct,614367.0,108188.0
Furniture,Nov,190724.0,32660.0
Office Supplies,Nov,554115.0,94342.0
Technology,May,198417.0,33161.0
Furniture,Feb,160642.0,30025.0
Office Supplies,Apr,567366.0,99306.0
Furniture,Jan,189432.0,32894.0
Furniture,Jun,186276.0,32090.0
Technology,Nov,230012.0,40732.0
Technology,Mar,180555.0,30743.0
Technology,Feb,185796.0,30338.0
Furniture,Apr,208613.0,37338.0
Technology,Apr,259215.0,43685.0
Furniture,Dec,231364.0,43032.0
Office Supplies,May,617179.0,111239.0
Furniture,Jul,176748.0,31410.0
Furniture,May,193130.0,35778.0
