state,total_sales,total_customers
Alabama,60953.0,29
Arizona,326164.0,94
Arkansas,55819.0,6
California,2218023.0,571
Colorado,252958.0,62
Connecticut,80798.0,21
Delaware,84741.0,21
District of Columbia,6729.0,2
Florida,409343.0,91
Georgia,155155.0,69
Illinois,495028.0,144
Indiana,129448.0,35
Iowa,25146.0,13
Kansas,36327.0,4
Kentucky,271788.0,47
Louisiana,58059.0,25
Maryland,37983.0,11
Massachusetts,138206.0,42
Michigan,226256.0,51
Minnesota,177085.0,36
Mississippi,62188.0,16
Missouri,75360.0,26
Nebraska,4094.0,6
Nevada,18341.0,14
New Hampshire,26340.0,9
New Jersey,180712.0,42
New Mexico,7401.0,9
New York,1137831.0,319
North Carolina,325118.0,105
Ohio,544823.0,142
Oklahoma,42056.0,11
Oregon,35846.0,5
Pennsylvania,612612.0,169
Rhode Island,58698.0,14
South Dakota,2397.0,4
Tennessee,175980.0,50
Texas,1091434.0,283
Utah,81372.0,25
Virginia,240718.0,60
Washington,516199.0,152
Wisconsin,83634.0,30
