region,month_name,total_sales
South,Mar,196554.0
South,Jan,181762.0
East,Apr,304977.0
East,Nov,277995.0
Central,May,226264.0
East,Mar,284295.0
Central,Oct,210993.0
South,Nov,177365.0
Central,Apr,228303.0
South,Jul,125935.0
Central,Mar,250843.0
East,Jan,295777.0
West,Apr,312669.0
East,Sep,254681.0
South,Sep,177149.0
West,Aug,257310.0
Central,Nov,202685.0
South,Feb,173757.0
West,Mar,285696.0
South,Dec,194607.0
East,Feb,271839.0
West,Dec,369178.0
West,Sep,286963.0
Central,Sep,206077.0
South,Aug,172407.0
East,Jun,265826.0
West,Jan,318460.0
South,Apr,168894.0
Central,Dec,233733.0
West,Oct,291780.0
Central,Jun,210791.0
Central,Aug,240266.0
East,Oct,342120.0
West,Jun,293666.0
West,Jul,299407.0
West,Nov,304715.0
East,Dec,311127.0
South,Jun,171708.0
East,Jul,279211.0
East,May,294198.0
South,Oct,209584.0
Central,Jul,228911.0
Central,Jan,216851.0
East,Aug,266938.0
Central,Feb,232814.0
South,May,200491.0
West,May,283804.0
West,Feb,204669.0
