segment,month_name,total_sales,total_profit
Corporate,Oct,298959.0,52492.0
Home Office,Jul,179123.0,32942.0
Consumer,Jul,428518.0,76821.0
Corporate,Mar,265304.0,44672.0
Consumer,Nov,402726.0,70527.0
Home Office,Aug,147803.0,25834.0
Consumer,Aug,447267.0,81224.0
Corporate,Aug,263257.0,45261.0
Home Office,Apr,159749.0,28658.0
Consumer,Jun,426225.0,75900.0
Consumer,May,459694.0,82188.0
Home Office,Sep,133377.0,23590.0
Corporate,Jul,245442.0,44706.0
Corporate,Dec,316082.0,55106.0
Corporate,May,291309.0,50971.0
Corporate,Apr,290234.0,49457.0
Home Office,May,155984.0,28218.0
Home Office,Jan,157965.0,29110.0
Home Office,Jun,146354.0,27477.0
Consumer,Sep,448618.0,77861.0
Home Office,Mar,174083.0,27982.0
Consumer,Apr,459789.0,81833.0
Home Office,Nov,162567.0,28311.0
Home Office,Oct,180983.0,31679.0
Consumer,Dec,480997.0,86279.0
Corporate,Nov,313310.0,52360.0
Corporate,Sep,261143.0,46485.0
Corporate,Feb,266375.0,43825.0
Home Office,Feb,139071.0,25010.0
Consumer,Mar,497991.0,89103.0
Consumer,Oct,482138.0,86466.0
Corporate,Jan,328731.0,55589.0
Consumer,Jan,431570.0,76373.0
Corporate,Jun,279797.0,49958.0
Home Office,Dec,167347.0,27562.0
Consumer,Feb,411855.0,75883.0
