region,month_name,total_sales
South,Mar,198988.0
South,Jan,184855.0
East,Apr,310357.0
East,Nov,282822.0
Central,May,228443.0
East,Mar,288261.0
Central,Oct,215930.0
South,Nov,178566.0
Central,Apr,230332.0
South,Jul,128973.0
Central,Mar,253276.0
East,Jan,299900.0
West,Apr,315744.0
East,Sep,261785.0
South,Sep,178401.0
West,Aug,263518.0
Central,Nov,207519.0
South,Feb,175128.0
West,Mar,289407.0
South,Dec,198661.0
East,Feb,287038.0
West,Dec,373104.0
West,Sep,292763.0
Central,Sep,207320.0
South,Aug,178533.0
East,Jun,268529.0
West,Jan,324095.0
South,Apr,188953.0
Central,Dec,235825.0
West,Oct,296819.0
Central,Jun,212141.0
Central,Aug,248051.0
East,Oct,345827.0
West,Jun,300491.0
West,Jul,305671.0
West,Nov,312202.0
East,Dec,319215.0
South,Jun,172901.0
East,Jul,289524.0
East,May,298895.0
South,Oct,212960.0
Central,Jul,232940.0
Central,Jan,218861.0
East,Aug,271226.0
Central,Feb,237286.0
South,May,203772.0
West,May,288383.0
West,Feb,219044.0
