category,month,total_sales,total_profit
Furniture,Sep,174420.0,29090.0
Furniture,Oct,168485.0,31354.0
Furniture,Mar,201108.0,37088.0
Office Supplies,Feb,461894.0,81675.0
Technology,Jul,168117.0,29591.0
Office Supplies,Dec,516318.0,89318.0
Furniture,Aug,162335.0,29185.0
Office Supplies,Jul,443327.0,81895.0
Office Supplies,Jun,419027.0,77138.0
Technology,Sep,146886.0,26486.0
Technology,Dec,193206.0,33467.0
Technology,Jun,182458.0,33352.0
Office Supplies,Jan,487869.0,84520.0
Technology,Aug,165502.0,29043.0
Technology,Oct,210315.0,34971.0
Technology,Jan,168949.0,31023.0
Office Supplies,Mar,506099.0,84625.0
Office Supplies,Aug,444224.0,79439.0
Office Supplies,Sep,446873.0,79988.0
Office Supplies,Oct,508804.0,90449.0
Furniture,Nov,160718.0,27243.0
Office Supplies,Nov,426058.0,71646.0
Technology,May,162856.0,27185.0
Furniture,Feb,130430.0,24685.0
Office Supplies,Apr,447318.0,79447.0
Furniture,Jan,159656.0,27739.0
Furniture,Jun,137557.0,22612.0
Technology,Nov,189649.0,33128.0
Technology,Mar,148098.0,25423.0
Technology,Feb,144462.0,24423.0
Furniture,Apr,168253.0,29422.0
Technology,Apr,199748.0,33551.0
Furniture,Dec,160833.0,28706.0
Office Supplies,May,486409.0,86765.0
Furniture,Jul,133462.0,23347.0
Furniture,May,160063.0,29881.0
