category,month,total_sales,total_profit
Furniture,Sep,215960.0,36832.0
Furniture,Oct,204848.0,37862.0
Furniture,Mar,246987.0,45228.0
Office Supplies,Feb,581796.0,103169.0
Technology,Jul,214656.0,36948.0
Office Supplies,Dec,636722.0,110659.0
Furniture,Aug,211549.0,38503.0
Office Supplies,Jul,581633.0,105693.0
Office Supplies,Jun,555295.0,101996.0
Technology,Sep,195450.0,35617.0
Technology,Dec,272650.0,48896.0
Technology,Jun,231442.0,42499.0
Office Supplies,Jan,660403.0,113797.0
Technology,Aug,209417.0,36877.0
Technology,Oct,254389.0,43554.0
Technology,Jan,212537.0,38666.0
Office Supplies,Mar,631735.0,106009.0
Office Supplies,Aug,572099.0,100933.0
Office Supplies,Sep,560261.0,98823.0
Office Supplies,Oct,632546.0,111576.0
Furniture,Nov,195495.0,33592.0
Office Supplies,Nov,576786.0,97934.0
Technology,May,203479.0,33820.0
Furniture,Feb,167032.0,31182.0
Office Supplies,Apr,591490.0,102916.0
Furniture,Jan,196028.0,34112.0
Furniture,Jun,192733.0,33265.0
Technology,Nov,241269.0,42951.0
Technology,Mar,184335.0,31527.0
Technology,Feb,194694.0,31950.0
Furniture,Apr,213038.0,37868.0
Technology,Apr,275491.0,47305.0
Furniture,Dec,242003.0,44473.0
Office Supplies,May,640603.0,114994.0
Furniture,Jul,183114.0,32498.0
Furniture,May,197785.0,36698.0
