region,month_name,total_sales
South,Mar,244344.0
South,Jan,222354.0
East,Apr,385436.0
East,Nov,343968.0
Central,May,279434.0
East,Mar,361521.0
Central,Oct,275675.0
South,Nov,235202.0
Central,Apr,296831.0
South,Jul,168056.0
Central,Mar,315161.0
East,Jan,376983.0
West,Apr,386220.0
East,Sep,339506.0
South,Sep,213515.0
West,Aug,330734.0
Central,Nov,265852.0
South,Feb,216976.0
West,Mar,362782.0
South,Dec,240046.0
East,Feb,369098.0
West,Dec,442457.0
West,Sep,372185.0
Central,Sep,262215.0
South,Aug,211715.0
East,Jun,325553.0
West,Jan,408753.0
South,Apr,244627.0
Central,Dec,306366.0
West,Oct,376035.0
Central,Jun,265658.0
Central,Aug,305272.0
East,Oct,415156.0
West,Jun,364796.0
West,Jul,370888.0
West,Nov,381792.0
East,Dec,391252.0
South,Jun,229613.0
East,Jul,377874.0
East,May,365670.0
South,Oct,255612.0
Central,Jul,308902.0
Central,Jan,292056.0
East,Aug,333935.0
Central,Feb,299362.0
South,May,257079.0
West,May,369404.0
West,Feb,281441.0
