region,month_name,total_sales
South,Mar,161121.0
South,Jan,141008.0
East,Apr,240582.0
East,Nov,221621.0
Central,May,188786.0
East,Mar,231294.0
Central,Oct,177714.0
South,Nov,139320.0
Central,Apr,190454.0
South,Jul,100464.0
Central,Mar,214707.0
East,Jan,247490.0
West,Apr,239333.0
East,Sep,211015.0
South,Sep,141759.0
West,Aug,213999.0
Central,Nov,165768.0
South,Feb,152617.0
West,Mar,238081.0
South,Dec,161794.0
East,Feb,221486.0
West,Dec,279541.0
West,Sep,223171.0
Central,Sep,174643.0
South,Aug,139040.0
East,Jun,191715.0
West,Jan,252046.0
South,Apr,133923.0
Central,Dec,174667.0
West,Oct,245232.0
Central,Jun,168921.0
Central,Aug,181310.0
East,Oct,277765.0
West,Jun,229032.0
West,Jul,232616.0
West,Nov,243448.0
East,Dec,245158.0
South,Jun,126681.0
East,Jul,216579.0
East,May,227581.0
South,Oct,172132.0
Central,Jul,189232.0
Central,Jan,169678.0
East,Aug,227140.0
Central,Feb,187864.0
South,May,165214.0
West,May,221477.0
West,Feb,167726.0
