region,month_name,total_sales
South,Mar,194733.0
South,Jan,177563.0
East,Apr,301534.0
East,Nov,271942.0
Central,May,219863.0
East,Mar,280261.0
Central,Oct,206597.0
South,Nov,175550.0
Central,Apr,221715.0
South,Jul,122809.0
Central,Mar,238857.0
East,Jan,285838.0
West,Apr,306226.0
East,Sep,248765.0
South,Sep,174938.0
West,Aug,249600.0
Central,Nov,199272.0
South,Feb,171714.0
West,Mar,280738.0
South,Dec,190531.0
East,Feb,264438.0
West,Dec,352213.0
West,Sep,283054.0
Central,Sep,204362.0
South,Aug,169446.0
East,Jun,259886.0
West,Jan,313562.0
South,Apr,165344.0
Central,Dec,224405.0
West,Oct,281743.0
Central,Jun,209079.0
Central,Aug,225551.0
East,Oct,337800.0
West,Jun,289843.0
West,Jul,293583.0
West,Nov,288695.0
East,Dec,301636.0
South,Jun,159467.0
East,Jul,274966.0
East,May,286799.0
South,Oct,205928.0
Central,Jul,225432.0
Central,Jan,212262.0
East,Aug,262881.0
Central,Feb,228063.0
South,May,196989.0
West,May,279764.0
West,Feb,200343.0
