region,month_name,total_sales
South,Mar,219365.0
South,Jan,207360.0
East,Apr,346667.0
East,Nov,309094.0
Central,May,256915.0
East,Mar,316237.0
Central,Oct,245728.0
South,Nov,205398.0
Central,Apr,260916.0
South,Jul,145166.0
Central,Mar,282586.0
East,Jan,326516.0
West,Apr,352172.0
East,Sep,301699.0
South,Sep,199442.0
West,Aug,297969.0
Central,Nov,231180.0
South,Feb,195264.0
West,Mar,332927.0
South,Dec,222297.0
East,Feb,320587.0
West,Dec,411221.0
West,Sep,327183.0
Central,Sep,229709.0
South,Aug,197210.0
East,Jun,293911.0
West,Jan,363247.0
South,Apr,214500.0
Central,Dec,265894.0
West,Oct,334881.0
Central,Jun,238220.0
Central,Aug,272736.0
East,Oct,374204.0
West,Jun,331390.0
West,Jul,336552.0
West,Nov,342693.0
East,Dec,354810.0
South,Jun,197195.0
East,Jul,322148.0
East,May,338825.0
South,Oct,233832.0
Central,Jul,270252.0
Central,Jan,254985.0
East,Aug,302141.0
Central,Feb,255155.0
South,May,225546.0
West,May,330531.0
West,Feb,245486.0
