segment,month_name,total_sales,total_profit
Corporate,Oct,254716.0,44507.0
Home Office,Jul,132332.0,23565.0
Consumer,Jul,353180.0,63704.0
Corporate,Mar,225169.0,37828.0
Consumer,Nov,333516.0,56880.0
Home Office,Aug,124859.0,21869.0
Consumer,Aug,376923.0,68344.0
Corporate,Aug,210602.0,36728.0
Home Office,Apr,126469.0,21626.0
Consumer,Jun,337493.0,60789.0
Consumer,May,368433.0,65097.0
Home Office,Sep,111783.0,19689.0
Corporate,Jul,200887.0,36797.0
Corporate,Dec,268645.0,47314.0
Corporate,May,248807.0,43901.0
Corporate,Apr,246173.0,41462.0
Home Office,May,131068.0,24222.0
Home Office,Jan,136039.0,25374.0
Home Office,Jun,114725.0,21635.0
Consumer,Sep,370342.0,63541.0
Home Office,Mar,155920.0,24826.0
Consumer,Apr,361117.0,63265.0
Home Office,Nov,140074.0,24555.0
Home Office,Oct,162992.0,28603.0
Consumer,Dec,409388.0,72819.0
Corporate,Nov,263394.0,43106.0
Corporate,Sep,219142.0,38703.0
Corporate,Feb,234730.0,38423.0
Home Office,Feb,114207.0,20359.0
Consumer,Mar,407241.0,72444.0
Consumer,Oct,395125.0,68547.0
Corporate,Jan,267962.0,46205.0
Consumer,Jan,352387.0,62784.0
Corporate,Jun,214783.0,37746.0
Home Office,Dec,141397.0,22927.0
Consumer,Feb,340324.0,62799.0
