category,month,total_sales,total_profit
Furniture,Sep,278489.0,48553.0
Furniture,Oct,275345.0,49460.0
Furniture,Mar,303342.0,55682.0
Office Supplies,Feb,748943.0,133570.0
Technology,Jul,313322.0,52657.0
Office Supplies,Dec,835795.0,144339.0
Furniture,Aug,264620.0,47452.0
Office Supplies,Jul,748316.0,135416.0
Office Supplies,Jun,734490.0,133594.0
Technology,Sep,259968.0,45715.0
Technology,Dec,345546.0,62670.0
Technology,Jun,310197.0,55555.0
Office Supplies,Jan,836048.0,146899.0
Technology,Aug,270577.0,47929.0
Technology,Oct,328859.0,56001.0
Technology,Jan,289066.0,50963.0
Office Supplies,Mar,812907.0,137706.0
Office Supplies,Aug,729886.0,128408.0
Office Supplies,Sep,743445.0,132601.0
Office Supplies,Oct,813656.0,142185.0
Furniture,Nov,251468.0,43432.0
Office Supplies,Nov,746342.0,126888.0
Technology,May,271038.0,45752.0
Furniture,Feb,248156.0,46604.0
Office Supplies,Apr,767929.0,135391.0
Furniture,Jan,264214.0,46320.0
Furniture,Jun,241187.0,41427.0
Technology,Nov,295947.0,53263.0
Technology,Mar,248040.0,42308.0
Technology,Feb,246866.0,40057.0
Furniture,Apr,279752.0,49445.0
Technology,Apr,344656.0,59069.0
Furniture,Dec,298650.0,54690.0
Office Supplies,May,832711.0,149334.0
Furniture,Jul,251700.0,43485.0
Furniture,May,256561.0,47276.0
