state,total_sales,total_customers
Alabama,62238.0,32
Arizona,330105.0,100
Arkansas,55819.0,6
California,2249974.0,610
Colorado,254754.0,65
Connecticut,81301.0,22
Delaware,84855.0,22
District of Columbia,6729.0,2
Florida,420045.0,99
Georgia,156126.0,70
Illinois,502827.0,153
Indiana,133177.0,39
Iowa,25146.0,13
Kansas,36327.0,4
Kentucky,271788.0,47
Louisiana,58059.0,25
Maryland,38722.0,12
Massachusetts,139005.0,43
Michigan,233235.0,56
Minnesota,184089.0,39
Mississippi,63487.0,18
Missouri,75360.0,26
Nebraska,4094.0,6
Nevada,18341.0,14
New Hampshire,26340.0,9
New Jersey,186228.0,44
New Mexico,7401.0,9
New York,1158044.0,332
North Carolina,330796.0,112
Ohio,550059.0,152
Oklahoma,44490.0,12
Oregon,37626.0,7
Pennsylvania,622077.0,179
Rhode Island,58870.0,15
South Dakota,2397.0,4
Tennessee,178536.0,53
Texas,1107454.0,302
Utah,82362.0,26
Virginia,242561.0,62
Washington,533747.0,159
Wisconsin,85551.0,33
