segment,month_name,total_sales,total_profit
Corporate,Oct,417644.0,71544.0
Home Office,Jul,255451.0,46300.0
Consumer,Jul,604597.0,106258.0
Corporate,Mar,342371.0,57065.0
Consumer,Nov,595199.0,102239.0
Home Office,Aug,209494.0,37823.0
Consumer,Aug,614917.0,109168.0
Corporate,Aug,340449.0,58553.0
Home Office,Apr,220542.0,38666.0
Consumer,Jun,587963.0,106125.0
Consumer,May,654739.0,115861.0
Home Office,Sep,203396.0,35941.0
Corporate,Jul,341396.0,60430.0
Corporate,Dec,421769.0,73043.0
Corporate,May,372504.0,66263.0
Corporate,Apr,407932.0,69625.0
Home Office,May,227635.0,41819.0
Home Office,Jan,219809.0,40382.0
Home Office,Jun,207072.0,37692.0
Consumer,Sep,618041.0,109697.0
Home Office,Mar,246515.0,41342.0
Consumer,Apr,666501.0,117720.0
Home Office,Nov,218172.0,38095.0
Home Office,Oct,239701.0,42529.0
Consumer,Dec,696981.0,127097.0
Corporate,Nov,396185.0,68246.0
Corporate,Sep,345981.0,61568.0
Corporate,Feb,384972.0,66155.0
Home Office,Feb,194680.0,35500.0
Consumer,Mar,681445.0,120916.0
Consumer,Oct,652461.0,114568.0
Corporate,Jan,461486.0,79019.0
Consumer,Jan,592405.0,103030.0
Corporate,Jun,375309.0,67289.0
Home Office,Dec,236153.0,40591.0
Consumer,Feb,573791.0,103139.0
